Test Name,Accuracy,Precision,Recall,F1 Score,Accuracy (Standard Deviation),Precision (Standard Deviation),Recall (Standard Deviation),F1 Score (Standard Deviation)
Binary Logistic Regression: Shootout,0.8066585216860109,0.7916410571604179,0.8141592920353982,0.802742287316921,0.07743259251053707,0.07268844484861875,0.08558494469355915,0.07687727715875635
Neural Network: Shootout,0.8017715332926085,0.7873386601106331,0.8087121212121211,0.7978822796636562,0.08464350420803758,0.07914883065020333,0.09356596126956547,0.08421268753840244
Random Forest: Shootout,0.8081857055589494,0.7990165949600492,0.8119925046845722,0.8054522924411401,0.08103618433401273,0.07280225533295515,0.08806288831974696,0.07913932566403602
Assemble: ShootoutBLR4,0.7855833842394625,0.750460971112477,0.8048780487804879,0.7767175572519084,0.07549074521324825,0.08660526296706808,0.07752228681893697,0.07785619689305232
Assemble: ShootoutBLR8,0.7984117287721442,0.7762753534111863,0.8101347017318794,0.792843691148776,0.07191177347261574,0.0715627554350157,0.08319150013343479,0.07077120318942022
Assemble: ShootoutBLR12,0.8017715332926085,0.7861094038106946,0.8094936708860759,0.79763018397256,0.07699626267185632,0.07586845193888953,0.08430589713521341,0.07710550327504365
Assemble: ShootoutRF4,0.8029932803909591,0.7695144437615243,0.8226018396846255,0.7951730708161321,0.07449679699530547,0.07356881533936944,0.08762322431917355,0.07546989137072677
Assemble: ShootoutRF8,0.807574832009774,0.7848801475107561,0.8201669877970457,0.8021356783919599,0.0800754835921862,0.07276611258796062,0.08990220862878325,0.0798093268521937
Assemble: ShootoutRF12,0.8045204642638973,0.7842655193607867,0.8153354632587859,0.7994987468671679,0.08124655544895536,0.078460701646609,0.0876158409077546,0.08121600437850032
Co-Training: ShootoutBLR4,0.7470983506414174,0.5881991395205901,0.8582959641255605,0.6980306345733042,0.06235012385145077,0.07029286032854574,0.08779912471648942,0.0750105515735602
Co-Training: ShootoutBLR8,0.7761148442272451,0.6865396435156731,0.8335820895522388,0.752949106841928,0.07145175012020552,0.0755132043753336,0.097328837041355,0.07515589192840665
Co-Training: ShootoutBLR12,0.8039095907147221,0.7750460971112477,0.8204294079375407,0.7970922882427307,0.07438279890709293,0.06802137690473486,0.08670709949454782,0.07415948513165514
Co-Training: ShootoutRF4,0.7919975565058034,0.7615242778119239,0.8087467362924281,0.7844254510921178,0.07207664443833313,0.0632969991446588,0.08580287851510349,0.07265260192363303
Co-Training: ShootoutRF8,0.8008552229688455,0.7916410571604179,0.8044971892567145,0.7980173482032219,0.07840337845061815,0.06735444736679656,0.08979127729170581,0.07574051453327656
Co-Training: ShootoutRF12,0.8060476481368355,0.8076213890596189,0.8031784841075794,0.8053938093778732,0.08211395643347796,0.07131978749403108,0.089830349076881,0.0793607302631757
Co-Training: ShootoutNN4,0.775198533903482,0.7031346035648434,0.8188976377952756,0.7566137566137567,0.07251020344312184,0.09056203634416449,0.08041187098798497,0.08043692205887892
Co-Training: ShootoutNN8,0.7947464874770923,0.7682851874615858,0.8090614886731392,0.7881462799495588,0.08164035041599708,0.08480197412641169,0.08998614585176207,0.08226586286324351
Co-Training: ShootoutNN12,0.8032987171655468,0.7762753534111863,0.8185353208036292,0.7968454258675078,0.0789691262523218,0.0730620536611252,0.09065103779395861,0.07982932047697884
SemiBoost: ShootoutBLR4,0.49877825290164945,0.3970497848801475,0.4946401225114854,0.4405046027957723,0.010446986795236424,0.4894149551242991,0.3303123511274505,0.3231503757475742
SemiBoost: ShootoutBLR8,0.5968234575442883,0.36877688998156116,0.671892497200448,0.4761904761904762,0.0361297758203493,0.2763798933191472,0.17017514548632684,0.128601070054707
SemiBoost: ShootoutBLR12,0.7861942577886377,0.7234173325138292,0.8248072880168186,0.77079240340537,0.078480882821991,0.10045715193209802,0.10135948651323815,0.08188220867182713
SemiBoost: ShootoutRF4,0.5119120342089187,0.3257529194837124,0.5140640155189137,0.39879608728367194,0.012213662460958877,0.4411646316892022,0.19760260380252,0.27249314735303015
SemiBoost: ShootoutRF8,0.7461820403176543,0.6472034419176399,0.8038167938931298,0.7170582226762002,0.07356551876665922,0.14586128144274155,0.09826764142219063,0.10384250541498125
SemiBoost: ShootoutRF12,0.8032987171655468,0.7947141979102643,0.8066126013724267,0.8006191950464396,0.07853660968069426,0.07187316404146665,0.08496258427502507,0.07710012919680641
SemiBoost: ShootoutNN4,0.6288943188759927,0.42286416717885683,0.7136929460580912,0.5310690852952528,0.16748619174806698,0.43337368993193015,0.409944899321076,0.3978544572406318
SemiBoost: ShootoutNN8,0.7944410507025047,0.7621389059618932,0.8125819134993447,0.7865524896923566,0.0842348497437772,0.08137760894363201,0.09544858773196702,0.08504191086574024
SemiBoost: ShootoutNN12,0.7999389126450824,0.7830362630608483,0.8083756345177666,0.7955042147986264,0.08537132153896296,0.08388353209110785,0.08980977734283191,0.08630835364722306
SSGMM: Shootout4,0.6169822846670739,0.34910878918254457,0.744429882044561,0.4753138075313807,0.0654200899246228,0.16379221992874146,0.1155705736775917,0.137044193846321
SSGMM: Shootout8,0.6194257788637753,0.3552550706822373,0.7458064516129032,0.48126561199000834,0.050840568616599864,0.13670609664133593,0.11646296436048334,0.11707262795093089
SSGMM: Shootout12,0.6408063530849114,0.37553779963122313,0.7924773022049287,0.5095913261050876,0.0495271155393829,0.07943020547063834,0.102124576323043,0.08615999438482706
Tri-Training: ShootoutBLR4,0.8039095907147221,0.7873386601106331,0.8123018389346861,0.7996254681647941,0.07595718259929639,0.06741934805618535,0.0891508393893205,0.07394412153937449
Tri-Training: ShootoutBLR8,0.8002443494196702,0.7867240319606639,0.8065532451165722,0.7965152457996267,0.07888352396515502,0.08048525618235251,0.08199765170725708,0.0798892578276497
Tri-Training: ShootoutBLR12,0.8048259010384851,0.7873386601106331,0.8138500635324014,0.8003748828491097,0.07696047512363613,0.07289339457633787,0.08509950532261763,0.07634949132921848
Tri-Training: ShootoutRF4,0.8036041539401344,0.7947141979102643,0.8071161048689138,0.8008671415298854,0.08086253532155999,0.07296771991644001,0.0932415633985218,0.0792349723332214
Tri-Training: ShootoutRF8,0.8048259010384851,0.7965580823601721,0.8079800498753117,0.8022284122562675,0.08447960141411454,0.08406515585477764,0.08645410414711552,0.08476180421501586
Tri-Training: ShootoutRF12,0.807574832009774,0.8002458512599877,0.8102053515868077,0.8051948051948052,0.08431235429966308,0.07662079707868005,0.09190606623939877,0.082031652889238
Tri-Training: ShootoutNN4,0.7782529016493587,0.7707437000614629,0.7803360298693218,0.7755102040816326,0.07385835224822931,0.0694220311453797,0.07756137856807988,0.07142804998148855
Tri-Training: ShootoutNN8,0.7956627978008552,0.7793484941610326,0.8035487959442331,0.7912636505460219,0.08498401588580413,0.08537085912990201,0.0880256030590081,0.08603169477595929
Tri-Training: ShootoutNN12,0.802382406841784,0.7830362630608483,0.8125,0.7974960876369328,0.08888410856854709,0.08477763856983964,0.0969595857207199,0.08979608804283264
Binary Logistic Regression: Heist!,0.726679104477612,0.7162761241291957,0.7240717029449424,0.720152817574021,0.037301595377135476,0.05992576568688513,0.05515484406031989,0.04391090734577824
Neural Network: Heist!,0.6843905472636816,0.6757441418619379,0.6796178343949045,0.677675452524611,0.027395612110289607,0.051337089788278965,0.0548808890620262,0.030499332204526126
Random Forest: Heist!,0.7161069651741294,0.7289423685877138,0.7035452322738386,0.7160186625194401,0.044535318694368956,0.05439817253886659,0.05705031490935712,0.04814032384332928
Assemble: Heist!BLR4,0.7381840796019901,0.7308423052564914,0.7345639719923615,0.7326984126984125,0.04305971796185677,0.051340593725258815,0.06588546022676403,0.04437261618449786
Assemble: Heist!BLR8,0.736318407960199,0.7124762507916402,0.7406188281764319,0.7262750161394448,0.039704701629228074,0.06452830832813738,0.061150997855058266,0.04511038093940917
Assemble: Heist!BLR12,0.7434701492537312,0.7283090563647878,0.7438551099611902,0.7359999999999999,0.0474690115896697,0.0573487287923573,0.06748738005049376,0.05059730643222705
Assemble: Heist!RF4,0.730410447761194,0.7289423685877138,0.7238993710691823,0.7264121173871885,0.0395373806071848,0.05573625594410479,0.04676841614798467,0.04502215179259967
Assemble: Heist!RF8,0.7217039800995024,0.7175427485750474,0.7161820480404552,0.7168617526099335,0.04185506832661624,0.06491887646775832,0.05721961685943819,0.04953988550980315
Assemble: Heist!RF12,0.7251243781094527,0.7226092463584548,0.7189666036546944,0.7207833228048011,0.03872415053199943,0.053838973643112284,0.0540160106240228,0.040659712458149005
Co-Training: Heist!BLR4,0.6613805970149252,0.45408486383787205,0.7595338983050848,0.5683709869203329,0.026741536869569323,0.0499199060423296,0.06352806074680242,0.041815474709324445
Co-Training: Heist!BLR8,0.6930970149253731,0.5636478784040532,0.7491582491582491,0.6432959884351284,0.025827275417810686,0.033800488970862595,0.04910480069712175,0.03580669249142058
Co-Training: Heist!BLR12,0.7179726368159204,0.6459784673844204,0.7456140350877193,0.6922293858160842,0.03601448226595497,0.05410839361678457,0.050920351050403205,0.039977758824678813
Co-Training: Heist!RF4,0.6725746268656716,0.5408486383787208,0.7225042301184433,0.6186164433176385,0.033281891325023454,0.05114347072685964,0.06252404369139604,0.04571045791528298
Co-Training: Heist!RF8,0.6940298507462686,0.6510449651678277,0.70362765229295,0.6763157894736842,0.03913197769228299,0.06745965710666613,0.05916789731119553,0.04760592982040546
Co-Training: Heist!RF12,0.6899875621890547,0.6668777707409752,0.6909448818897638,0.6786980341604898,0.03664581196137231,0.05533956536809517,0.05798601709320171,0.04268214398356636
Co-Training: Heist!NN4,0.63681592039801,0.43571880937302093,0.7129533678756477,0.5408805031446542,0.030665636807794897,0.02138015903358901,0.06349543639793419,0.021222924498895075
Co-Training: Heist!NN8,0.6871890547263682,0.5953134895503484,0.7192042846212702,0.6514206514206514,0.036569915866174064,0.061273407269657416,0.0546015622861758,0.043167628544707834
Co-Training: Heist!NN12,0.7008706467661692,0.6440785307156428,0.7177134791813692,0.6789052069425902,0.032059134187853805,0.049248722248113906,0.051773904865958426,0.03270290819303311
SemiBoost: Heist!BLR4,0.5,0.40151994933502216,0.48882035466461066,0.4408901251738526,0.03145740664995622,0.48918847877516514,0.24045988265797064,0.32181680117424555
SemiBoost: Heist!BLR8,0.5889303482587065,0.42558581380620647,0.6182152713891444,0.5041260315078769,0.033757016916105574,0.366753016719143,0.1695981375822992,0.19778771225350586
SemiBoost: Heist!BLR12,0.7223258706467661,0.6998100063331222,0.7250656167979003,0.7122139864647116,0.03675832107999255,0.05324225514566957,0.05599348800975571,0.035307109385474704
SemiBoost: Heist!RF4,0.5046641791044776,0.2039265357821406,0.48936170212765956,0.28788556101922214,0.031131770615048297,0.3966147091356817,0.3239775160416802,0.2547274165380834
SemiBoost: Heist!RF8,0.6700870646766168,0.61051298290057,0.6836879432624113,0.6450317832050853,0.0613134251744052,0.17325675558221418,0.1020726003498375,0.084919322460827
SemiBoost: Heist!RF12,0.7080223880597014,0.7048765041165294,0.701765447667087,0.7033175355450236,0.042551599057663356,0.05582486656791266,0.06054767867346534,0.04363912873569584
SemiBoost: Heist!NN4,0.5914179104477612,0.5281823939202027,0.5944404846756949,0.5593561368209256,0.043057328208052706,0.2837993175538647,0.09496464039950897,0.18928089133349094
SemiBoost: Heist!NN8,0.6806592039800995,0.6580113996200126,0.6808650065530799,0.669243156199678,0.029498165030079637,0.04717344260362036,0.047107592370671594,0.02915687879131587
SemiBoost: Heist!NN12,0.6927860696517414,0.6909436352121596,0.6857322438717788,0.6883280757097793,0.03415296124193074,0.041909344861762766,0.04988418163881583,0.039048587559185235
SSGMM: Heist!4,0.5889303482587064,0.6067131095630145,0.5774562989752864,0.5917232859789995,0.039356404080935624,0.05457212683979417,0.04013247794103971,0.037403849671560394
SSGMM: Heist!8,0.6032338308457711,0.7359088030398987,0.5749628896585848,0.6455555555555554,0.04616159853765809,0.04448165760352045,0.05260232205693638,0.029291823641411443
SSGMM: Heist!12,0.6396144278606966,0.7479417352754909,0.6081359423274975,0.6708321499573985,0.055624650948531966,0.06031723042161455,0.05423840079869766,0.04355376191854215
Tri-Training: Heist!BLR4,0.7192164179104478,0.7023432552248259,0.7191958495460442,0.7106696571611664,0.04809904183845223,0.054686983096342685,0.07229139353456301,0.04867703519422222
Tri-Training: Heist!BLR8,0.7257462686567164,0.713742875237492,0.7238278741168915,0.71875,0.037678791572948865,0.05760046117351526,0.05381405254907599,0.04208958839954042
Tri-Training: Heist!BLR12,0.7269900497512439,0.7194426852438253,0.7231063017186505,0.7212698412698414,0.03706871714165293,0.06247121454238425,0.053188862989753546,0.045632626670376014
Tri-Training: Heist!RF4,0.7257462686567164,0.7390753641545281,0.7128894318875993,0.7257462686567164,0.0495391395372558,0.06895860445622683,0.06382254797744584,0.05027853593622393
Tri-Training: Heist!RF8,0.722636815920398,0.7321089297023433,0.7113846153846154,0.7215980024968789,0.04387519463065228,0.07315898934626942,0.05486268727549967,0.05165212348046476
Tri-Training: Heist!RF12,0.7176616915422885,0.727675744141862,0.7062077443146897,0.7167810355583282,0.04426811816019879,0.06366984795868338,0.05058536335720565,0.04853819803799183
Tri-Training: Heist!NN4,0.6536069651741293,0.6383787207093097,0.6499032882011605,0.6440894568690095,0.0317808254212442,0.06081758844869303,0.0484885577167372,0.041873905090782745
Tri-Training: Heist!NN8,0.7002487562189055,0.7004433185560482,0.6925485284909205,0.6964735516372796,0.041809873803570374,0.057619490199293855,0.05776034049482264,0.043863755961259236
Tri-Training: Heist!NN12,0.6887437810945273,0.6827105763141228,0.6831432192648922,0.6829268292682925,0.0405560547894862,0.0693441933205502,0.055703793544054296,0.0484396691066811
